PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29642011","RNA-Dependent Intergenerational Inheritance of Enhanced Synaptic Plasticity after Environmental Enrichment","Benito E, Kerimoglu C, Ramachandran B, Pena-Centeno T, Jain G, Stilling RM, Islam MR, Capece V, Zhou Q, Edbauer D, Dean C, Fischer A.","Cell Rep. 2018 Apr 10;23(2):546-554. doi: 10.1016/j.celrep.2018.03.059.","Benito E","Cell Rep","2018","2018/04/12","PMC5912949","","10.1016/j.celrep.2018.03.059"
"27731798","Eco-HAB as a fully automated and ecologically relevant assessment of social impairments in mouse models of autism","Puścian A, Łęski S, Kasprowicz G, Winiarski M, Borowska J, Nikolaev T, Boguszewski PM, Lipp HP, Knapska E.","Elife. 2016 Oct 12;5:e19532. doi: 10.7554/eLife.19532.","Puścian A","Elife","2016","2016/10/13","PMC5092044","","10.7554/eLife.19532"
"27785461","Immature Neurons and Radial Glia, But Not Astrocytes or Microglia, Are Altered in Adult Cntnap2 and Shank3 Mice, Models of Autism","Cope EC, Briones BA, Brockett AT, Martinez S, Vigneron PA, Opendak M, Wang SS, Gould E.","eNeuro. 2016 Oct 17;3(5):ENEURO.0196-16.2016. doi: 10.1523/ENEURO.0196-16.2016. eCollection 2016 Sep-Oct.","Cope EC","eNeuro","2016","2016/10/28","PMC5066262","","10.1523/ENEURO.0196-16.2016"
"31958686","A 7 Tesla fMRI investigation of human tinnitus percept in cortical and subcortical auditory areas","Berlot E, Arts R, Smit J, George E, Gulban OF, Moerel M, Stokroos R, Formisano E, De Martino F.","Neuroimage Clin. 2020;25:102166. doi: 10.1016/j.nicl.2020.102166. Epub 2020 Jan 11.","Berlot E","Neuroimage Clin","2020","2020/01/21","PMC6970183","","10.1016/j.nicl.2020.102166"
"31259902","Simultaneous Eye Tracking and Single-Neuron Recordings in Human Epilepsy Patients","Wang S, Chandravadia N, Mamelak AN, Rutishauser U.","J Vis Exp. 2019 Jun 17;(148):10.3791/59117. doi: 10.3791/59117.","Wang S","J Vis Exp","2019","2019/07/02","PMC6634298","NIHMS1038844","10.3791/59117"
"27220334","Caspase-3-Dependent Proteolytic Cleavage of Tau Causes Neurofibrillary Tangles and Results in Cognitive Impairment During Normal Aging","Means JC, Gerdes BC, Kaja S, Sumien N, Payne AJ, Stark DA, Borden PK, Price JL, Koulen P.","Neurochem Res. 2016 Sep;41(9):2278-88. doi: 10.1007/s11064-016-1942-9. Epub 2016 May 25.","Means JC","Neurochem Res","2016","2016/05/26","PMC4965284","NIHMS792860","10.1007/s11064-016-1942-9"
"29696602","Translational Shifts in Preclinical Models of Depression: Implications for Biomarkers for Improved Treatments","Slaney C, Hinchcliffe JK, Robinson ESJ.","Curr Top Behav Neurosci. 2018;40:169-193. doi: 10.1007/7854_2018_44.","Slaney C","Curr Top Behav Neurosci","2018","2018/04/27","","","10.1007/7854_2018_44"
"31980036","Crosstalk between stressed brain cells: direct and indirect effects of ischemia and aglycemia on microglia","Rabenstein M, Vay SU, Blaschke S, Walter HL, Ladwig A, Fink GR, Rueger MA, Schroeter M.","J Neuroinflammation. 2020 Jan 24;17(1):33. doi: 10.1186/s12974-020-1697-8.","Rabenstein M","J Neuroinflammation","2020","2020/01/26","PMC6982395","","10.1186/s12974-020-1697-8"
"30650340","Is play a behavior system, and, if so, what kind?","Pellis SM, Pellis VC, Pelletier A, Leca JB.","Behav Processes. 2019 Mar;160:1-9. doi: 10.1016/j.beproc.2018.12.011. Epub 2019 Jan 14.","Pellis SM","Behav Processes","2019","2019/01/17","","","10.1016/j.beproc.2018.12.011"
"28145470","Genetic polymorphisms and their association with brain and behavioural measures in heterogeneous stock mice","Janecka M, Marzi SJ, Parsons MJ, Liu L, Paya-Cano JL, Smith RG, Fernandes C, Schalkwyk LC.","Sci Rep. 2017 Feb 1;7:41204. doi: 10.1038/srep41204.","Janecka M","Sci Rep","2017","2017/02/02","PMC5286500","","10.1038/srep41204"
"27173096","Cognitive deficits and brain myo-Inositol are early biomarkers of epileptogenesis in a rat model of epilepsy","Pascente R, Frigerio F, Rizzi M, Porcu L, Boido M, Davids J, Zaben M, Tolomeo D, Filibian M, Gray WP, Vezzani A, Ravizza T.","Neurobiol Dis. 2016 Sep;93:146-55. doi: 10.1016/j.nbd.2016.05.001. Epub 2016 May 10.","Pascente R","Neurobiol Dis","2016","2016/05/14","","","10.1016/j.nbd.2016.05.001"
"30902660","Effects of Cacna1c haploinsufficiency on social interaction behavior and 50-kHz ultrasonic vocalizations in adult female rats","Redecker TM, Kisko TM, Schwarting RKW, Wöhr M.","Behav Brain Res. 2019 Jul 23;367:35-52. doi: 10.1016/j.bbr.2019.03.032. Epub 2019 Mar 19.","Redecker TM","Behav Brain Res","2019","2019/03/24","","","10.1016/j.bbr.2019.03.032"
"30654694","Neurocognitive and Perceptual Processing in Genetic Mouse Models of Schizophrenia: Emerging Lessons","Diamantopoulou A, Gogos JA.","Neuroscientist. 2019 Dec;25(6):597-619. doi: 10.1177/1073858418819435. Epub 2019 Jan 17.","Diamantopoulou A","Neuroscientist","2019","2019/01/19","","","10.1177/1073858418819435"
"26849838","The neural circuits of mating and fighting in male mice","Hashikawa K, Hashikawa Y, Falkner A, Lin D.","Curr Opin Neurobiol. 2016 Jun;38:27-37. doi: 10.1016/j.conb.2016.01.006. Epub 2016 Feb 3.","Hashikawa K","Curr Opin Neurobiol","2016","2016/02/06","PMC4921288","NIHMS752794","10.1016/j.conb.2016.01.006"
"29054881","Ablation of TFR1 in Purkinje Cells Inhibits mGlu1 Trafficking and Impairs Motor Coordination, But Not Autistic-Like Behaviors","Zhou JH, Wang XT, Zhou L, Zhou L, Xu FX, Su LD, Wang H, Jia F, Xu FQ, Chen GQ, De Zeeuw CI, Shen Y.","J Neurosci. 2017 Nov 22;37(47):11335-11352. doi: 10.1523/JNEUROSCI.1223-17.2017. Epub 2017 Oct 20.","Zhou JH","J Neurosci","2017","2017/10/22","PMC6596749","","10.1523/JNEUROSCI.1223-17.2017"
"30448512","Using the synthesized peptide HAYED (5) to protect the brain against iron catalyzed radical attack in a naturally senescence Kunming mouse model","Zou Z, Cai J, Zhong A, Zhou Y, Wang Z, Wu Z, Yang Y, Li X, Cheng X, Tan J, Fan Y, Zhang X, Lu Y, Zhou Y, Yang L, Zhang C, Zhao Q, Fu D, Shen Q, Chen J, Bai S, Wu L, Chen Y, Chen X, Chen J, Zheng H, Wang H, Lou Y, Ding Y, Shen S, Ye Y, Chen L, Lin Y, Huang J, Zou K, Zhang J, Bian B, Huang C, Rong C, Dai L, Xu Y, Cheng L, Chen Y, Luo Y, Zhang S, Li L.","Free Radic Biol Med. 2019 Jan;130:458-470. doi: 10.1016/j.freeradbiomed.2018.11.014. Epub 2018 Nov 15.","Zou Z","Free Radic Biol Med","2019","2018/11/19","","","10.1016/j.freeradbiomed.2018.11.014"
"30696727","Insensitivity of Place Cells to the Value of Spatial Goals in a Two-Choice Flexible Navigation Task","Duvelle É, Grieves RM, Hok V, Poucet B, Arleo A, Jeffery KJ, Save E.","J Neurosci. 2019 Mar 27;39(13):2522-2541. doi: 10.1523/JNEUROSCI.1578-18.2018. Epub 2019 Jan 29.","Duvelle É","J Neurosci","2019","2019/01/31","PMC6435828","","10.1523/JNEUROSCI.1578-18.2018"
"28211449","Translational use of event-related potentials to assess circuit integrity in ASD","Modi ME, Sahin M.","Nat Rev Neurol. 2017 Mar;13(3):160-170. doi: 10.1038/nrneurol.2017.15. Epub 2017 Feb 17.","Modi ME","Nat Rev Neurol","2017","2017/02/18","","","10.1038/nrneurol.2017.15"
"29287629","Neural processes of vocal social perception: Dog-human comparative fMRI studies","Andics A, Miklósi Á.","Neurosci Biobehav Rev. 2018 Feb;85:54-64. doi: 10.1016/j.neubiorev.2017.11.017.","Andics A","Neurosci Biobehav Rev","2018","2017/12/31","","","10.1016/j.neubiorev.2017.11.017"
"29032089","Transcranial magnetic stimulation in basic and clinical neuroscience: A comprehensive review of fundamental principles and novel insights","Valero-Cabré A, Amengual JL, Stengel C, Pascual-Leone A, Coubard OA.","Neurosci Biobehav Rev. 2017 Dec;83:381-404. doi: 10.1016/j.neubiorev.2017.10.006. Epub 2017 Oct 13.","Valero-Cabré A","Neurosci Biobehav Rev","2017","2017/10/17","","","10.1016/j.neubiorev.2017.10.006"
"27825935","Genetic control of social behavior: Lessons from mutant mice","Provenzano G, Chelini G, Bozzi Y.","Behav Brain Res. 2017 May 15;325(Pt B):237-250. doi: 10.1016/j.bbr.2016.11.005. Epub 2016 Nov 5.","Provenzano G","Behav Brain Res","2017","2016/11/10","","","10.1016/j.bbr.2016.11.005"
"29656549","Sodium nitroprusside is effective in preventing and/or reversing the development of schizophrenia-related behaviors in an animal model: The SHR strain","Diana MC, Peres FF, Justi V, Bressan RA, Lacerda ALT, Crippa JA, Hallak JEC, Abilio VC.","CNS Neurosci Ther. 2018 Jul;24(7):624-632. doi: 10.1111/cns.12852. Epub 2018 Apr 14.","Diana MC","CNS Neurosci Ther","2018","2018/04/16","PMC6490098","","10.1111/cns.12852"
"28775826","A brain proteomic investigation of rapamycin effects in the Tsc1(+/-) mouse model","Wesseling H, Elgersma Y, Bahn S.","Mol Autism. 2017 Aug 1;8:41. doi: 10.1186/s13229-017-0151-y. eCollection 2017.","Wesseling H","Mol Autism","2017","2017/08/05","PMC5540199","","10.1186/s13229-017-0151-y"
"28084992","Framing of grid cells within and beyond navigation boundaries","Savelli F, Luck JD, Knierim JJ.","Elife. 2017 Jan 13;6:e21354. doi: 10.7554/eLife.21354.","Savelli F","Elife","2017","2017/01/14","PMC5271608","","10.7554/eLife.21354"
"30683161","Translating a rodent measure of negative bias into humans: the impact of induced anxiety and unmedicated mood and anxiety disorders","Aylward J, Hales C, Robinson E, Robinson OJ.","Psychol Med. 2020 Jan;50(2):237-246. doi: 10.1017/S0033291718004117. Epub 2019 Jan 26.","Aylward J","Psychol Med","2020","2019/01/27","PMC7083556","","10.1017/S0033291718004117"
"31681469","Recent advances in understanding neocortical development","Borrell V.","F1000Res. 2019 Oct 23;8:F1000 Faculty Rev-1791. doi: 10.12688/f1000research.20332.1. eCollection 2019.","Borrell V","F1000Res","2019","2019/11/05","PMC6816450","","10.12688/f1000research.20332.1"
"32037237","Persistent cognitive deficits and neuroinflammation in a rat model of cardiopulmonary bypass","Wang Y, Tache-Leon C, Machizawa MG, Lisle T, Williams C, Clarke RH, Anzivino MJ, Kron I, Lee KS.","J Thorac Cardiovasc Surg. 2020 Oct;160(4):e185-e188. doi: 10.1016/j.jtcvs.2019.12.070. Epub 2020 Jan 8.","Wang Y","J Thorac Cardiovasc Surg","2020","2020/02/11","","","10.1016/j.jtcvs.2019.12.070"
"31515486","Converging evidence points towards a role of insulin signaling in regulating compulsive behavior","van de Vondervoort IIGM, Amiri H, Bruchhage MMK, Oomen CA, Rustogi N, Cooper JD, van Asten JJA, Heerschap A, Bahn S, Williams SCR, Buitelaar JK, Poelmans G, Glennon JC.","Transl Psychiatry. 2019 Sep 12;9(1):225. doi: 10.1038/s41398-019-0559-6.","van de Vondervoort IIGM","Transl Psychiatry","2019","2019/09/14","PMC6742634","","10.1038/s41398-019-0559-6"
"26940141","Comparative Perspectives on Oxytocin and Vasopressin Receptor Research in Rodents and Primates: Translational Implications","Freeman SM, Young LJ.","J Neuroendocrinol. 2016 Apr;28(4):10.1111/jne.12382. doi: 10.1111/jne.12382.","Freeman SM","J Neuroendocrinol","2016","2016/03/05","PMC4886472","NIHMS788646","10.1111/jne.12382"
"29567510","The effects of early life stress on reward processing","Novick AM, Levandowski ML, Laumann LE, Philip NS, Price LH, Tyrka AR.","J Psychiatr Res. 2018 Jun;101:80-103. doi: 10.1016/j.jpsychires.2018.02.002. Epub 2018 Feb 13.","Novick AM","J Psychiatr Res","2018","2018/03/24","PMC5889741","NIHMS942086","10.1016/j.jpsychires.2018.02.002"
"31672430","From Knowing to Remembering: The Semantic-Episodic Distinction","Renoult L, Irish M, Moscovitch M, Rugg MD.","Trends Cogn Sci. 2019 Dec;23(12):1041-1057. doi: 10.1016/j.tics.2019.09.008. Epub 2019 Oct 28.","Renoult L","Trends Cogn Sci","2019","2019/11/02","","","10.1016/j.tics.2019.09.008"
"28275902","PM(2.5) Exposure Suppresses Dendritic Maturation in Subgranular Zone in Aged Rats","Cheng L, Lau WKW, Fung TKH, Lau BWM, Chau BKH, Liang Y, Wang Z, So KF, Wang T, Chan CCH, Lee TMC.","Neurotox Res. 2017 Jul;32(1):50-57. doi: 10.1007/s12640-017-9710-4. Epub 2017 Mar 8.","Cheng L","Neurotox Res","2017","2017/03/10","PMC5487878","","10.1007/s12640-017-9710-4"
"31247234","Oral ketamine alleviates behavioral despair without cognitive impairment in Wistar rats","Ecevitoglu A, Canbeyli R, Unal G.","Behav Brain Res. 2019 Oct 17;372:112058. doi: 10.1016/j.bbr.2019.112058. Epub 2019 Jun 24.","Ecevitoglu A","Behav Brain Res","2019","2019/06/28","","","10.1016/j.bbr.2019.112058"
"28511867","Social housing and social isolation: Impact on stress indices and energy balance in male and female Syrian hamsters (Mesocricetus auratus)","Ross AP, Norvelle A, Choi DC, Walton JC, Albers HE, Huhman KL.","Physiol Behav. 2017 Aug 1;177:264-269. doi: 10.1016/j.physbeh.2017.05.015. Epub 2017 May 13.","Ross AP","Physiol Behav","2017","2017/05/18","PMC5538356","NIHMS880048","10.1016/j.physbeh.2017.05.015"
"31074743","Computational mechanisms of curiosity and goal-directed exploration","Schwartenbeck P, Passecker J, Hauser TU, FitzGerald TH, Kronbichler M, Friston KJ.","Elife. 2019 May 10;8:e41703. doi: 10.7554/eLife.41703.","Schwartenbeck P","Elife","2019","2019/05/11","PMC6510535","","10.7554/eLife.41703"
"31711814","Impairment of Long-term Memory by a Short-term High-fat Diet via Hippocampal Oxidative Stress and Alterations in Synaptic Plasticity","Wang Z, Ge Q, Wu Y, Zhang J, Gu Q, Han J.","Neuroscience. 2020 Jan 1;424:24-33. doi: 10.1016/j.neuroscience.2019.10.050. Epub 2019 Nov 9.","Wang Z","Neuroscience","2020","2019/11/13","","","10.1016/j.neuroscience.2019.10.050"
"26944493","The effects of call-like masking diminish after nightly exposure to conspecific choruses in green treefrogs (Hyla cinerea)","Gall MD, Wilczynski W.","J Exp Biol. 2016 May 1;219(Pt 9):1295-302. doi: 10.1242/jeb.135905. Epub 2016 Mar 4.","Gall MD","J Exp Biol","2016","2016/03/06","","","10.1242/jeb.135905"
"29764539","Effect of Chronic Social Stress on Prenatal Transfer of Antitetanus Immunity in Captive Breeding Rhesus Macaques (Macaca mulatta)","Stammen RL, Cohen JK, Meeker TL, Crane MM, Amara RR, Hicks SL, Meyer JS, Ethun KF.","J Am Assoc Lab Anim Sci. 2018 Jul 1;57(4):357-367. doi: 10.30802/AALAS-JAALAS-17-000102. Epub 2018 May 15.","Stammen RL","J Am Assoc Lab Anim Sci","2018","2018/05/17","PMC6059219","","10.30802/AALAS-JAALAS-17-000102"
"30941400","The Attentional Blink is Related to the Microsaccade Rate Signature","Roberts MJ, Lange G, Van Der Veen T, Lowet E, De Weerd P.","Cereb Cortex. 2019 Dec 17;29(12):5190-5203. doi: 10.1093/cercor/bhz058.","Roberts MJ","Cereb Cortex","2019","2019/04/04","","","10.1093/cercor/bhz058"
"26863331","An Operant Intra-/Extra-dimensional Set-shift Task for Mice","Scheggia D, Papaleo F.","J Vis Exp. 2016 Jan 22;(107):e53503. doi: 10.3791/53503.","Scheggia D","J Vis Exp","2016","2016/02/11","PMC4781688","","10.3791/53503"
"30213592","Intranasal oxytocin administration promotes emotional contagion and reduces aggression in a mouse model of callousness","Zoratto F, Sbriccoli M, Martinelli A, Glennon JC, Macrì S, Laviola G.","Neuropharmacology. 2018 Dec;143:250-267. doi: 10.1016/j.neuropharm.2018.09.010. Epub 2018 Sep 10.","Zoratto F","Neuropharmacology","2018","2018/09/15","","","10.1016/j.neuropharm.2018.09.010"
"27736744","Rodent models in neuroscience research: is it a rat race?","Ellenbroek B, Youn J.","Dis Model Mech. 2016 Oct 1;9(10):1079-1087. doi: 10.1242/dmm.026120.","Ellenbroek B","Dis Model Mech","2016","2016/10/14","PMC5087838","","10.1242/dmm.026120"
"30837514","A note on retrograde gene transfer efficiency and inflammatory response of lentiviral vectors pseudotyped with FuG-E vs. FuG-B2 glycoproteins","Tanabe S, Uezono S, Tsuge H, Fujiwara M, Miwa M, Kato S, Nakamura K, Kobayashi K, Inoue KI, Takada M.","Sci Rep. 2019 Mar 5;9(1):3567. doi: 10.1038/s41598-019-39535-1.","Tanabe S","Sci Rep","2019","2019/03/07","PMC6400974","","10.1038/s41598-019-39535-1"
"32824000","Gestational Factors throughout Fetal Neurodevelopment: The Serotonin Link","Hanswijk SI, Spoelder M, Shan L, Verheij MMM, Muilwijk OG, Li W, Liu C, Kolk SM, Homberg JR.","Int J Mol Sci. 2020 Aug 14;21(16):5850. doi: 10.3390/ijms21165850.","Hanswijk SI","Int J Mol Sci","2020","2020/08/23","PMC7461571","","10.3390/ijms21165850"
"31551063","Social spider webs harbour largely consistent bacterial communities across broad spatial scales","Keiser CN, Hammer TJ, Pruitt JN.","Biol Lett. 2019 Sep 27;15(9):20190436. doi: 10.1098/rsbl.2019.0436. Epub 2019 Sep 25.","Keiser CN","Biol Lett","2019","2019/09/26","PMC6769151","","10.1098/rsbl.2019.0436"
"29990520","A possible social relative reward effect: Influences of outcome inequity between rats during operant responding","Douglas HM, Halverstadt BA, Reinhart-Anez P, Webber ES, Cromwell HC.","Behav Processes. 2018 Dec;157:459-469. doi: 10.1016/j.beproc.2018.06.016. Epub 2018 Jul 7.","Douglas HM","Behav Processes","2018","2018/07/11","","","10.1016/j.beproc.2018.06.016"
"31825307","MouseBytes, an open-access high-throughput pipeline and database for rodent touchscreen-based cognitive assessment","Beraldo FH, Palmer D, Memar S, Wasserman DI, Lee WV, Liang S, Creighton SD, Kolisnyk B, Cowan MF, Mels J, Masood TS, Fodor C, Al-Onaizi MA, Bartha R, Gee T, Saksida LM, Bussey TJ, Strother SS, Prado VF, Winters BD, Prado MA.","Elife. 2019 Dec 11;8:e49630. doi: 10.7554/eLife.49630.","Beraldo FH","Elife","2019","2019/12/12","PMC6934379","","10.7554/eLife.49630"
"28078786","V1 connections reveal a series of elongated higher visual areas in the California ground squirrel, Otospermophilus beecheyi","Negwer M, Liu YJ, Schubert D, Lyon DC.","J Comp Neurol. 2017 Jun 1;525(8):1909-1921. doi: 10.1002/cne.24173. Epub 2017 Mar 10.","Negwer M","J Comp Neurol","2017","2017/01/13","","","10.1002/cne.24173"
"27063787","Studying Socio-Affective Communication in Rats through Playback of Ultrasonic Vocalizations","Wöhr M, Seffer D, Schwarting RK.","Curr Protoc Neurosci. 2016 Apr 8;75:8.35.1-8.35.17. doi: 10.1002/cpns.7.","Wöhr M","Curr Protoc Neurosci","2016","2016/04/12","","","10.1002/cpns.7"
"28255463","Social Isolation Alters Social and Mating Behavior in the R451C Neuroligin Mouse Model of Autism","Burrows EL, Eastwood AF, May C, Kolbe SC, Hill T, McLachlan NM, Churilov L, Hannan AJ.","Neural Plast. 2017;2017:8361290. doi: 10.1155/2017/8361290. Epub 2017 Jan 31.","Burrows EL","Neural Plast","2017","2017/03/04","PMC5307131","","10.1155/2017/8361290"
"29138108","Analysis of Social Process in Two Inbred Strains of Male Mice: A Predominance of Contact-Based Investigation in BALB/c Mice","Arakawa H.","Neuroscience. 2018 Jan 15;369:124-138. doi: 10.1016/j.neuroscience.2017.10.045. Epub 2017 Nov 12.","Arakawa H","Neuroscience","2018","2017/11/16","","","10.1016/j.neuroscience.2017.10.045"
"31743727","Rodent medial and lateral orbitofrontal cortices represent unique components of cognitive maps of task space","Bradfield LA, Hart G.","Neurosci Biobehav Rev. 2020 Jan;108:287-294. doi: 10.1016/j.neubiorev.2019.11.009. Epub 2019 Nov 16.","Bradfield LA","Neurosci Biobehav Rev","2020","2019/11/20","","","10.1016/j.neubiorev.2019.11.009"
"31103466","Impaired social discrimination behavior despite normal social approach by kallikrein-related peptidase 8 knockout mouse","Nakazawa H, Suzuki Y, Ishikawa Y, Bando Y, Yoshida S, Shiosaka S.","Neurobiol Learn Mem. 2019 Jul;162:47-58. doi: 10.1016/j.nlm.2019.04.014. Epub 2019 May 16.","Nakazawa H","Neurobiol Learn Mem","2019","2019/05/20","","","10.1016/j.nlm.2019.04.014"
"26327320","A mobile, high-throughput semi-automated system for testing cognition in large non-primate animal models of Huntington disease","McBride SD, Perentos N, Morton AJ.","J Neurosci Methods. 2016 May 30;265:25-33. doi: 10.1016/j.jneumeth.2015.08.025. Epub 2015 Aug 29.","McBride SD","J Neurosci Methods","2016","2015/09/02","","","10.1016/j.jneumeth.2015.08.025"
"31254842","Genetic absence epilepsy: Effective connectivity from piriform cortex to mediodorsal thalamus","Young JC, Paolini AG, Pedersen M, Jackson GD.","Epilepsy Behav. 2019 Aug;97:219-228. doi: 10.1016/j.yebeh.2019.05.042. Epub 2019 Jun 26.","Young JC","Epilepsy Behav","2019","2019/06/30","","","10.1016/j.yebeh.2019.05.042"
"28414105","Functional reorganization after hemispherectomy in humans and animal models: What can we learn about the brain's resilience to extensive unilateral lesions?","Sebastianelli L, Versace V, Taylor A, Brigo F, Nothdurfter W, Saltuari L, Trinka E, Nardone R.","Brain Res Bull. 2017 May;131:156-167. doi: 10.1016/j.brainresbull.2017.04.005. Epub 2017 Apr 13.","Sebastianelli L","Brain Res Bull","2017","2017/04/18","","","10.1016/j.brainresbull.2017.04.005"
"27067379","Select forelimb muscles have evolved superfast contractile speed to support acrobatic social displays","Fuxjager MJ, Goller F, Dirkse A, Sanin GD, Garcia S.","Elife. 2016 Apr 12;5:e13544. doi: 10.7554/eLife.13544.","Fuxjager MJ","Elife","2016","2016/04/13","PMC4829423","","10.7554/eLife.13544"
"27507786","Assessing the Cognitive Translational Potential of a Mouse Model of the 22q11.2 Microdeletion Syndrome","Nilsson SR, Fejgin K, Gastambide F, Vogt MA, Kent BA, Nielsen V, Nielsen J, Gass P, Robbins TW, Saksida LM, Stensbøl TB, Tricklebank MD, Didriksen M, Bussey TJ.","Cereb Cortex. 2016 Oct;26(10):3991-4003. doi: 10.1093/cercor/bhw229. Epub 2016 Aug 9.","Nilsson SR","Cereb Cortex","2016","2016/08/11","PMC5028007","","10.1093/cercor/bhw229"
"27791161","How chimpanzees cooperate: If dominance is artificially constrained","Schmidt MF, Tomasello M.","Proc Natl Acad Sci U S A. 2016 Nov 1;113(44):E6728-E6729. doi: 10.1073/pnas.1614378113. Epub 2016 Oct 19.","Schmidt MF","Proc Natl Acad Sci U S A","2016","2016/11/03","PMC5098606","","10.1073/pnas.1614378113"
"28515205","Family network size and survival across the lifespan of female macaques","Brent LJN, Ruiz-Lambides A, Platt ML.","Proc Biol Sci. 2017 May 17;284(1854):20170515. doi: 10.1098/rspb.2017.0515.","Brent LJN","Proc Biol Sci","2017","2017/05/19","PMC5443955","","10.1098/rspb.2017.0515"
"31513829","Acute neuroinflammation elicited by TLR-3 systemic activation combined with early life stress induces working memory impairments in male adolescent mice","Viola TW, Creutzberg KC, Zaparte A, Kestering-Ferreira É, Tractenberg SG, Centeno-Silva A, Orso R, Lumertz FS, Brietzke E, Wearick-Silva LE, Riva MA, Grassi-Oliveira R.","Behav Brain Res. 2019 Dec 30;376:112221. doi: 10.1016/j.bbr.2019.112221. Epub 2019 Sep 9.","Viola TW","Behav Brain Res","2019","2019/09/13","","","10.1016/j.bbr.2019.112221"
"29877764","Just above Chance: Is It Harder to Decode Information from Prefrontal Cortex Hemodynamic Activity Patterns?","Bhandari A, Gagne C, Badre D.","J Cogn Neurosci. 2018 Oct;30(10):1473-1498. doi: 10.1162/jocn_a_01291. Epub 2018 Jun 7.","Bhandari A","J Cogn Neurosci","2018","2018/06/08","","","10.1162/jocn_a_01291"
"27007778","Effect of noninvasive focused ultrasound stimulation on gamma oscillations in rat hippocampus","Yuan Y, Yan J, Ma Z, Li X.","Neuroreport. 2016 May 4;27(7):508-15. doi: 10.1097/WNR.0000000000000572.","Yuan Y","Neuroreport","2016","2016/03/24","","","10.1097/WNR.0000000000000572"
"27687783","Increased GABA(B) receptor signaling in a rat model for schizophrenia","Selten MM, Meyer F, Ba W, Vallès A, Maas DA, Negwer M, Eijsink VD, van Vugt RWM, van Hulten JA, van Bakel NHM, Roosen J, van der Linden RJ, Schubert D, Verheij MMM, Kasri NN, Martens GJM.","Sci Rep. 2016 Sep 30;6:34240. doi: 10.1038/srep34240.","Selten MM","Sci Rep","2016","2016/10/01","PMC5043235","","10.1038/srep34240"
"26250692","Math anxiety: A review of its cognitive consequences, psychophysiological correlates, and brain bases","Suárez-Pellicioni M, Núñez-Peña MI, Colomé À.","Cogn Affect Behav Neurosci. 2016 Feb;16(1):3-22. doi: 10.3758/s13415-015-0370-7.","Suárez-Pellicioni M","Cogn Affect Behav Neurosci","2016","2015/08/08","","","10.3758/s13415-015-0370-7"
"29892074","Impaired hippocampal representation of place in the Fmr1-knockout mouse model of fragile X syndrome","Arbab T, Pennartz CMA, Battaglia FP.","Sci Rep. 2018 Jun 11;8(1):8889. doi: 10.1038/s41598-018-26853-z.","Arbab T","Sci Rep","2018","2018/06/13","PMC5995880","","10.1038/s41598-018-26853-z"
"29116166","Multiple Behavior Phenotypes of the Fragile-X Syndrome Mouse Model Respond to Chronic Inhibition of Phosphodiesterase-4D (PDE4D)","Gurney ME, Cogram P, Deacon RM, Rex C, Tranfaglia M.","Sci Rep. 2017 Nov 7;7(1):14653. doi: 10.1038/s41598-017-15028-x.","Gurney ME","Sci Rep","2017","2017/11/09","PMC5677090","","10.1038/s41598-017-15028-x"
"29702205","Sex differences in a rabbit eyeblink conditioning model of PTSD","Schreurs BG, Smith-Bell C, Burhans LB.","Neurobiol Learn Mem. 2018 Nov;155:519-527. doi: 10.1016/j.nlm.2018.04.015. Epub 2018 Apr 24.","Schreurs BG","Neurobiol Learn Mem","2018","2018/04/28","PMC6200657","NIHMS963897","10.1016/j.nlm.2018.04.015"
"27085990","Lost and found","Munoz-Lopez M, Morris RGM.","Neuroscience. 2016 Jun 21;326:v-vii. doi: 10.1016/j.neuroscience.2016.04.012. Epub 2016 Apr 13.","Munoz-Lopez M","Neuroscience","2016","2016/04/18","","","10.1016/j.neuroscience.2016.04.012"
"28553839","A Primer on Foraging and the Explore/Exploit Trade-Off for Psychiatry Research","Addicott MA, Pearson JM, Sweitzer MM, Barack DL, Platt ML.","Neuropsychopharmacology. 2017 Sep;42(10):1931-1939. doi: 10.1038/npp.2017.108. Epub 2017 May 29.","Addicott MA","Neuropsychopharmacology","2017","2017/05/30","PMC5561336","","10.1038/npp.2017.108"
"29024659","Posterior Cingulate Neurons Dynamically Signal Decisions to Disengage during Foraging","Barack DL, Chang SWC, Platt ML.","Neuron. 2017 Oct 11;96(2):339-347.e5. doi: 10.1016/j.neuron.2017.09.048.","Barack DL","Neuron","2017","2017/10/13","PMC5788808","NIHMS910092","10.1016/j.neuron.2017.09.048"
"26808898","Autism-like behaviours and germline transmission in transgenic monkeys overexpressing MeCP2","Liu Z, Li X, Zhang JT, Cai YJ, Cheng TL, Cheng C, Wang Y, Zhang CC, Nie YH, Chen ZF, Bian WJ, Zhang L, Xiao J, Lu B, Zhang YF, Zhang XD, Sang X, Wu JJ, Xu X, Xiong ZQ, Zhang F, Yu X, Gong N, Zhou WH, Sun Q, Qiu Z.","Nature. 2016 Feb 4;530(7588):98-102. doi: 10.1038/nature16533. Epub 2016 Jan 25.","Liu Z","Nature","2016","2016/01/26","","","10.1038/nature16533"
