PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30292902","Effects of cognitive judgement bias and acute antidepressant treatment on sensitivity to feedback and cognitive flexibility in the rat version of the probabilistic reversal-learning test","Drozd R, Rychlik M, Fijalkowska A, Rygula R.","Behav Brain Res. 2019 Feb 1;359:619-629. doi: 10.1016/j.bbr.2018.10.003. Epub 2018 Oct 4.","Drozd R","Behav Brain Res","2019","2018/10/08","","","10.1016/j.bbr.2018.10.003"
"28770338","Echoes on the motor network: how internal motor control structures afford sensory experience","Burgess JD, Lum JAG, Hohwy J, Enticott PG.","Brain Struct Funct. 2017 Dec;222(9):3865-3888. doi: 10.1007/s00429-017-1484-1. Epub 2017 Aug 2.","Burgess JD","Brain Struct Funct","2017","2017/08/04","","","10.1007/s00429-017-1484-1"
"28774735","An autonomous, automated and mobile device to concurrently assess several cognitive functions in group-living non-human primates","Fizet J, Rimele A, Pebayle T, Cassel JC, Kelche C, Meunier H.","Neurobiol Learn Mem. 2017 Nov;145:45-58. doi: 10.1016/j.nlm.2017.07.013. Epub 2017 Jul 31.","Fizet J","Neurobiol Learn Mem","2017","2017/08/05","","","10.1016/j.nlm.2017.07.013"
"27036645","Deletion of fibroblast growth factor 22 (FGF22) causes a depression-like phenotype in adult mice","Williams AJ, Yee P, Smith MC, Murphy GG, Umemori H.","Behav Brain Res. 2016 Jul 1;307:11-7. doi: 10.1016/j.bbr.2016.03.047. Epub 2016 Mar 29.","Williams AJ","Behav Brain Res","2016","2016/04/03","PMC4853240","NIHMS774880","10.1016/j.bbr.2016.03.047"
"29274996","Cortical control of aggression: GABA signalling in the anterior cingulate cortex","Jager A, Amiri H, Bielczyk N, van Heukelum S, Heerschap A, Aschrafi A, Poelmans G, Buitelaar JK, Kozicz T, Glennon JC.","Eur Neuropsychopharmacol. 2020 Jan;30:5-16. doi: 10.1016/j.euroneuro.2017.12.007. Epub 2017 Dec 20.","Jager A","Eur Neuropsychopharmacol","2020","2017/12/25","","","10.1016/j.euroneuro.2017.12.007"
"26327320","A mobile, high-throughput semi-automated system for testing cognition in large non-primate animal models of Huntington disease","McBride SD, Perentos N, Morton AJ.","J Neurosci Methods. 2016 May 30;265:25-33. doi: 10.1016/j.jneumeth.2015.08.025. Epub 2015 Aug 29.","McBride SD","J Neurosci Methods","2016","2015/09/02","","","10.1016/j.jneumeth.2015.08.025"
"27865173","Accelerated cognitive decline in a rodent model for temporal lobe epilepsy","Schipper S, Aalbers MW, Rijkers K, Lagiere M, Bogaarts JG, Blokland A, Klinkenberg S, Hoogland G, Vles JS.","Epilepsy Behav. 2016 Dec;65:33-41. doi: 10.1016/j.yebeh.2016.08.025. Epub 2016 Nov 17.","Schipper S","Epilepsy Behav","2016","2016/11/20","","","10.1016/j.yebeh.2016.08.025"
"28705439","Activation of nociceptin/orphanin FQ receptors inhibits contextual fear memory reconsolidation","Rekik K, Faria Da Silva R, Colom M, Pacifico S, Zaveri NT, Calo' G, Rampon C, Frances B, Mouledous L.","Neuropharmacology. 2017 Oct;125:39-49. doi: 10.1016/j.neuropharm.2017.07.006. Epub 2017 Jul 10.","Rekik K","Neuropharmacology","2017","2017/07/15","","","10.1016/j.neuropharm.2017.07.006"
"27601976","TS-EUROTRAIN: A European-Wide Investigation and Training Network on the Etiology and Pathophysiology of Gilles de la Tourette Syndrome","Forde NJ, Kanaan AS, Widomska J, Padmanabhuni SS, Nespoli E, Alexander J, Rodriguez Arranz JI, Fan S, Houssari R, Nawaz MS, Rizzo F, Pagliaroli L, Zilhäo NR, Aranyi T, Barta C, Boeckers TM, Boomsma DI, Buisman WR, Buitelaar JK, Cath D, Dietrich A, Driessen N, Drineas P, Dunlap M, Gerasch S, Glennon J, Hengerer B, van den Heuvel OA, Jespersgaard C, Möller HE, Müller-Vahl KR, Openneer TJ, Poelmans G, Pouwels PJ, Scharf JM, Stefansson H, Tümer Z, Veltman DJ, van der Werf YD, Hoekstra PJ, Ludolph A, Paschou P.","Front Neurosci. 2016 Aug 23;10:384. doi: 10.3389/fnins.2016.00384. eCollection 2016.","Forde NJ","Front Neurosci","2016","2016/09/08","PMC4994475","","10.3389/fnins.2016.00384"
"28842268","The trait 'pessimism' does not interact with cognitive flexibility but makes rats more vulnerable to stress-induced motivational deficits: Results from the attentional set-shifting task","Drozd R, Rojek-Sito K, Rygula R.","Behav Brain Res. 2017 Sep 29;335:199-207. doi: 10.1016/j.bbr.2017.08.028. Epub 2017 Aug 24.","Drozd R","Behav Brain Res","2017","2017/08/27","","","10.1016/j.bbr.2017.08.028"
"27693618","Abbreviated environmental enrichment confers neurobehavioral, cognitive, and histological benefits in brain-injured female rats","Radabaugh HL, Carlson LJ, O'Neil DA, LaPorte MJ, Monaco CM, Cheng JP, de la Tremblaye PB, Lajud N, Bondi CO, Kline AE.","Exp Neurol. 2016 Dec;286:61-68. doi: 10.1016/j.expneurol.2016.09.015. Epub 2016 Sep 28.","Radabaugh HL","Exp Neurol","2016","2016/10/04","PMC5101136","NIHMS820578","10.1016/j.expneurol.2016.09.015"
"26748091","Age-Dependent Specific Changes in Area CA2 of the Hippocampus and Social Memory Deficit in a Mouse Model of the 22q11.2 Deletion Syndrome","Piskorowski RA, Nasrallah K, Diamantopoulou A, Mukai J, Hassan SI, Siegelbaum SA, Gogos JA, Chevaleyre V.","Neuron. 2016 Jan 6;89(1):163-76. doi: 10.1016/j.neuron.2015.11.036.","Piskorowski RA","Neuron","2016","2016/01/10","PMC4706988","NIHMS744073","10.1016/j.neuron.2015.11.036"
"27217115","Disentangling the roles of arousal and amygdala activation in emotional declarative memory","de Voogd LD, Fernández G, Hermans EJ.","Soc Cogn Affect Neurosci. 2016 Sep;11(9):1471-80. doi: 10.1093/scan/nsw055. Epub 2016 May 5.","de Voogd LD","Soc Cogn Affect Neurosci","2016","2016/05/25","PMC5015804","","10.1093/scan/nsw055"
"27604738","Assessment of Cognitive Function in the Water Maze Task: Maximizing Data Collection and Analysis in Animal Models of Brain Injury","Whiting MD, Kokiko-Cochran ON.","Methods Mol Biol. 2016;1462:553-71. doi: 10.1007/978-1-4939-3816-2_30.","Whiting MD","Methods Mol Biol","2016","2016/09/09","","","10.1007/978-1-4939-3816-2_30"
"27422761","Mouse psychosocial stress reduces motivation and cognitive function in operant reward tests: A model for reward pathology with effects of agomelatine","Bergamini G, Cathomas F, Auer S, Sigrist H, Seifritz E, Patterson M, Gabriel C, Pryce CR.","Eur Neuropsychopharmacol. 2016 Sep;26(9):1448-1464. doi: 10.1016/j.euroneuro.2016.06.009. Epub 2016 Jul 13.","Bergamini G","Eur Neuropsychopharmacol","2016","2016/07/17","","","10.1016/j.euroneuro.2016.06.009"
"29892074","Impaired hippocampal representation of place in the Fmr1-knockout mouse model of fragile X syndrome","Arbab T, Pennartz CMA, Battaglia FP.","Sci Rep. 2018 Jun 11;8(1):8889. doi: 10.1038/s41598-018-26853-z.","Arbab T","Sci Rep","2018","2018/06/13","PMC5995880","","10.1038/s41598-018-26853-z"
"29499284","Single mild traumatic brain injury results in transiently impaired spatial long-term memory and altered search strategies","Marschner L, Schreurs A, Lechat B, Mogensen J, Roebroek A, Ahmed T, Balschun D.","Behav Brain Res. 2019 Jun 3;365:222-230. doi: 10.1016/j.bbr.2018.02.040. Epub 2018 Feb 27.","Marschner L","Behav Brain Res","2019","2018/03/03","","","10.1016/j.bbr.2018.02.040"
"27806662","Galantamine and Environmental Enrichment Enhance Cognitive Recovery after Experimental Traumatic Brain Injury But Do Not Confer Additional Benefits When Combined","de la Tremblaye PB, Bondi CO, Lajud N, Cheng JP, Radabaugh HL, Kline AE.","J Neurotrauma. 2017 Apr 15;34(8):1610-1622. doi: 10.1089/neu.2016.4790. Epub 2016 Dec 20.","de la Tremblaye PB","J Neurotrauma","2017","2016/11/04","PMC5397275","","10.1089/neu.2016.4790"
"27267245","Cognitive flexibility impairment and reduced frontal cortex BDNF expression in the ouabain model of mania","Amodeo DA, Grospe G, Zang H, Dwivedi Y, Ragozzino ME.","Neuroscience. 2017 Mar 14;345:229-242. doi: 10.1016/j.neuroscience.2016.05.058. Epub 2016 Jun 4.","Amodeo DA","Neuroscience","2017","2016/06/09","PMC5136525","NIHMS793209","10.1016/j.neuroscience.2016.05.058"
"27837699","Intrinsic functional connectivity between amygdala and hippocampus during rest predicts enhanced memory under stress","de Voogd LD, Klumpers F, Fernández G, Hermans EJ.","Psychoneuroendocrinology. 2017 Jan;75:192-202. doi: 10.1016/j.psyneuen.2016.11.002. Epub 2016 Nov 5.","de Voogd LD","Psychoneuroendocrinology","2017","2016/11/13","","","10.1016/j.psyneuen.2016.11.002"
"27112438","Environmental Enrichment Mitigates Detrimental Cognitive Effects of Ketogenic Diet in Weanling Rats","Scichilone JM, Yarraguntla K, Charalambides A, Harney JP, Butler D.","J Mol Neurosci. 2016 Sep;60(1):1-9. doi: 10.1007/s12031-016-0753-4. Epub 2016 Apr 25.","Scichilone JM","J Mol Neurosci","2016","2016/04/27","","","10.1007/s12031-016-0753-4"
"26643557","Central oxytocin receptors mediate mating-induced partner preferences and enhance correlated activation across forebrain nuclei in male prairie voles","Johnson ZV, Walum H, Jamal YA, Xiao Y, Keebaugh AC, Inoue K, Young LJ.","Horm Behav. 2016 Mar;79:8-17. doi: 10.1016/j.yhbeh.2015.11.011. Epub 2015 Nov 28.","Johnson ZV","Horm Behav","2016","2015/12/09","PMC4768463","NIHMS750666","10.1016/j.yhbeh.2015.11.011"
"28108491","Transcriptome Analysis Identifies Multifaceted Regulatory Mechanisms Dictating a Genetic Switch from Neuronal Network Establishment to Maintenance During Postnatal Prefrontal Cortex Development","Kroeze Y, Oti M, van Beusekom E, Cooijmans RHM, van Bokhoven H, Kolk SM, Homberg JR, Zhou H.","Cereb Cortex. 2018 Mar 1;28(3):833-851. doi: 10.1093/cercor/bhw407.","Kroeze Y","Cereb Cortex","2018","2017/01/22","","","10.1093/cercor/bhw407"
"29555365","Temporal profiling of an acute stress-induced behavioral phenotype in mice and role of hippocampal DRR1","Jene T, Gassen NC, Opitz V, Endres K, Müller MB, van der Kooij MA.","Psychoneuroendocrinology. 2018 May;91:149-158. doi: 10.1016/j.psyneuen.2018.03.004. Epub 2018 Mar 8.","Jene T","Psychoneuroendocrinology","2018","2018/03/21","","","10.1016/j.psyneuen.2018.03.004"
"28389761","A stop-signal task for sheep: introduction and validation of a direct measure for the stop-signal reaction time","Knolle F, McBride SD, Stewart JE, Goncalves RP, Morton AJ.","Anim Cogn. 2017 Jul;20(4):615-626. doi: 10.1007/s10071-017-1085-7. Epub 2017 Apr 7.","Knolle F","Anim Cogn","2017","2017/04/09","PMC5486475","","10.1007/s10071-017-1085-7"
"26108886","Potentiation of M1 Muscarinic Receptor Reverses Plasticity Deficits and Negative and Cognitive Symptoms in a Schizophrenia Mouse Model","Ghoshal A, Rook JM, Dickerson JW, Roop GN, Morrison RD, Jalan-Sakrikar N, Lamsal A, Noetzel MJ, Poslusney MS, Wood MR, Melancon BJ, Stauffer SR, Xiang Z, Daniels JS, Niswender CM, Jones CK, Lindsley CW, Conn PJ.","Neuropsychopharmacology. 2016 Jan;41(2):598-610. doi: 10.1038/npp.2015.189. Epub 2015 Jun 25.","Ghoshal A","Neuropsychopharmacology","2016","2015/06/26","PMC5130135","","10.1038/npp.2015.189"
"31147468","Routing information flow by separate neural synchrony frequencies allows for ""functionally labeled lines"" in higher primate cortex","Khamechian MB, Kozyrev V, Treue S, Esghaei M, Daliri MR.","Proc Natl Acad Sci U S A. 2019 Jun 18;116(25):12506-12515. doi: 10.1073/pnas.1819827116. Epub 2019 May 30.","Khamechian MB","Proc Natl Acad Sci U S A","2019","2019/06/01","PMC6589668","","10.1073/pnas.1819827116"
"27858168","Global/local processing of hierarchical visual stimuli in a conflict-choice task by capuchin monkeys (Sapajus spp.)","Truppa V, Carducci P, De Simone DA, Bisazza A, De Lillo C.","Anim Cogn. 2017 Mar;20(2):347-357. doi: 10.1007/s10071-016-1057-3. Epub 2016 Nov 17.","Truppa V","Anim Cogn","2017","2016/11/19","","","10.1007/s10071-016-1057-3"
"27859797","In vitro and in vivo effects of a novel dimeric inhibitor of PSD-95 on excitotoxicity and functional recovery after experimental traumatic brain injury","Sommer JB, Bach A, Malá H, Strømgaard K, Mogensen J, Pickering DS.","Eur J Neurosci. 2017 Jan;45(2):238-248. doi: 10.1111/ejn.13483. Epub 2016 Dec 4.","Sommer JB","Eur J Neurosci","2017","2016/11/19","","","10.1111/ejn.13483"
"26298671","Sequential recall of meaningful and arbitrary sequences by orangutans and human children: Does content matter?","Renner E, Price EE, Subiaul F.","Anim Cogn. 2016 Jan;19(1):39-52. doi: 10.1007/s10071-015-0911-z. Epub 2015 Aug 23.","Renner E","Anim Cogn","2016","2015/08/24","","","10.1007/s10071-015-0911-z"
"27242028","Persistence of Amygdala-Hippocampal Connectivity and Multi-Voxel Correlation Structures During Awake Rest After Fear Learning Predicts Long-Term Expression of Fear","Hermans EJ, Kanen JW, Tambini A, Fernández G, Davachi L, Phelps EA.","Cereb Cortex. 2017 May 1;27(5):3028-3041. doi: 10.1093/cercor/bhw145.","Hermans EJ","Cereb Cortex","2017","2016/06/01","PMC6059183","","10.1093/cercor/bhw145"
"28196627","Environmental enrichment enhances cognitive flexibility in C57BL/6 mice on a touchscreen reversal learning task","Zeleznikow-Johnston A, Burrows EL, Renoir T, Hannan AJ.","Neuropharmacology. 2017 May 1;117:219-226. doi: 10.1016/j.neuropharm.2017.02.009. Epub 2017 Feb 11.","Zeleznikow-Johnston A","Neuropharmacology","2017","2017/02/16","","","10.1016/j.neuropharm.2017.02.009"
"27579491","Does the Structure of Female Rhesus Macaque Coo Calls Reflect Relatedness and/or Familiarity?","Pfefferle D, Hammerschmidt K, Mundry R, Ruiz-Lambides AV, Fischer J, Widdig A.","PLoS One. 2016 Aug 31;11(8):e0161133. doi: 10.1371/journal.pone.0161133. eCollection 2016.","Pfefferle D","PLoS One","2016","2016/09/01","PMC5007041","","10.1371/journal.pone.0161133"
"30187194","Foxp2 loss of function increases striatal direct pathway inhibition via increased GABA release","van Rhijn JR, Fisher SE, Vernes SC, Nadif Kasri N.","Brain Struct Funct. 2018 Dec;223(9):4211-4226. doi: 10.1007/s00429-018-1746-6. Epub 2018 Sep 5.","van Rhijn JR","Brain Struct Funct","2018","2018/09/07","PMC6267273","","10.1007/s00429-018-1746-6"
"28499970","Chitinase1 contributed to a potential protection via microglia polarization and Aβ oligomer reduction in D-galactose and aluminum-induced rat model with cognitive impairments","Xiao Q, Yu W, Tian Q, Fu X, Wang X, Gu M, Lü Y.","Neuroscience. 2017 Jul 4;355:61-70. doi: 10.1016/j.neuroscience.2017.04.050. Epub 2017 May 10.","Xiao Q","Neuroscience","2017","2017/05/14","","","10.1016/j.neuroscience.2017.04.050"
"30590253","Insect-Inspired Sequential Inspection Strategy Enables an Artificial Network of Four Neurons to Estimate Numerosity","Vasas V, Chittka L.","iScience. 2019 Jan 25;11:85-92. doi: 10.1016/j.isci.2018.12.009. Epub 2018 Dec 14.","Vasas V","iScience","2019","2018/12/28","PMC6308245","","10.1016/j.isci.2018.12.009"
"30576887","Characterising monitoring processes in event-based prospective memory: Evidence from pupillometry","Moyes J, Sari-Sarraf N, Gilbert SJ.","Cognition. 2019 Mar;184:83-95. doi: 10.1016/j.cognition.2018.12.007. Epub 2018 Dec 18.","Moyes J","Cognition","2019","2018/12/22","","","10.1016/j.cognition.2018.12.007"
"26940982","Autologous transplantation of intestine-isolated glia cells improves neuropathology and restores cognitive deficits in β amyloid-induced neurodegeneration","Esposito G, Sarnelli G, Capoccia E, Cirillo C, Pesce M, Lu J, Calì G, Cuomo R, Steardo L.","Sci Rep. 2016 Mar 4;6:22605. doi: 10.1038/srep22605.","Esposito G","Sci Rep","2016","2016/03/05","PMC4778118","","10.1038/srep22605"
"25676140","Validity of the MPTP-Treated Mouse as a Model for Parkinson's Disease","Klemann CJHM, Martens GJM, Poelmans G, Visser JE.","Mol Neurobiol. 2016 Apr;53(3):1625-1636. doi: 10.1007/s12035-015-9103-8. Epub 2015 Feb 13.","Klemann CJHM","Mol Neurobiol","2016","2015/02/14","PMC4789200","","10.1007/s12035-015-9103-8"
"26162711","Got worms? Perinatal exposure to helminths prevents persistent immune sensitization and cognitive dysfunction induced by early-life infection","Williamson LL, McKenney EA, Holzknecht ZE, Belliveau C, Rawls JF, Poulton S, Parker W, Bilbo SD.","Brain Behav Immun. 2016 Jan;51:14-28. doi: 10.1016/j.bbi.2015.07.006. Epub 2015 Jul 7.","Williamson LL","Brain Behav Immun","2016","2015/07/12","","","10.1016/j.bbi.2015.07.006"
"26778999","Audiovisual Association Learning in the Absence of Primary Visual Cortex","Seirafi M, De Weerd P, Pegna AJ, de Gelder B.","Front Hum Neurosci. 2016 Jan 5;9:686. doi: 10.3389/fnhum.2015.00686. eCollection 2015.","Seirafi M","Front Hum Neurosci","2016","2016/01/19","PMC4700202","","10.3389/fnhum.2015.00686"
"27086302","Comparing species decisions in a dichotomous choice task: adjusting task parameters improves performance in monkeys","Prétôt L, Bshary R, Brosnan SF.","Anim Cogn. 2016 Jul;19(4):819-34. doi: 10.1007/s10071-016-0981-6. Epub 2016 Apr 16.","Prétôt L","Anim Cogn","2016","2016/04/18","","","10.1007/s10071-016-0981-6"
"26707035","Behavioural effects of high fat diet in a mutant mouse model for the schizophrenia risk gene neuregulin 1","Holm-Hansen S, Low JK, Zieba J, Gjedde A, Bergersen LH, Karl T.","Genes Brain Behav. 2016 Mar;15(3):295-304. doi: 10.1111/gbb.12267. Epub 2016 Feb 17.","Holm-Hansen S","Genes Brain Behav","2016","2015/12/29","","","10.1111/gbb.12267"
"26219658","A comparison of discrimination learning in touchscreen and 2-choice swim tank using an allelic series of Huntington's disease mice","Glynn D, Skillings EA, Morton AJ.","J Neurosci Methods. 2016 May 30;265:56-71. doi: 10.1016/j.jneumeth.2015.07.016. Epub 2015 Jul 26.","Glynn D","J Neurosci Methods","2016","2015/07/30","","","10.1016/j.jneumeth.2015.07.016"
"29369298","Effects of different delayed exercise regimens on cognitive performance in fimbria‑fornix transected rats","Wogensen E, Marschner L, Gram MG, Mehlsen S, B Uhre VH, Bülow P, Mogensen J, Malá H.","Acta Neurobiol Exp (Wars). 2017;77(4):323-336.","Wogensen E","Acta Neurobiol Exp (Wars)","2017","2018/01/26","","",""
"26608001","Prenatal stress and early-life exposure to fluoxetine have enduring effects on anxiety and hippocampal BDNF gene expression in adult male offspring","Boulle F, Pawluski JL, Homberg JR, Machiels B, Kroeze Y, Kumar N, Steinbusch HW, Kenis G, Van den Hove DL.","Dev Psychobiol. 2016 May;58(4):427-38. doi: 10.1002/dev.21385. Epub 2015 Nov 26.","Boulle F","Dev Psychobiol","2016","2015/11/27","","","10.1002/dev.21385"
"26970579","Neurosteroid allopregnanolone attenuates cognitive dysfunctions in 6-OHDA-induced rat model of Parkinson's disease","Nezhadi A, Sheibani V, Esmaeilpour K, Shabani M, Esmaeili-Mahani S.","Behav Brain Res. 2016 May 15;305:258-64. doi: 10.1016/j.bbr.2016.03.019. Epub 2016 Mar 10.","Nezhadi A","Behav Brain Res","2016","2016/03/13","","","10.1016/j.bbr.2016.03.019"
"28408291","Altered expression of circadian rhythm and extracellular matrix genes in the medial prefrontal cortex of a valproic acid rat model of autism","Olde Loohuis NFM, Martens GJM, van Bokhoven H, Kaplan BB, Homberg JR, Aschrafi A.","Prog Neuropsychopharmacol Biol Psychiatry. 2017 Jul 3;77:128-132. doi: 10.1016/j.pnpbp.2017.04.009. Epub 2017 Apr 10.","Olde Loohuis NFM","Prog Neuropsychopharmacol Biol Psychiatry","2017","2017/04/15","PMC5502527","NIHMS869936","10.1016/j.pnpbp.2017.04.009"
"28562592","Dynamic corticostriatal activity biases social bonding in monogamous female prairie voles","Amadei EA, Johnson ZV, Jun Kwon Y, Shpiner AC, Saravanan V, Mays WD, Ryan SJ, Walum H, Rainnie DG, Young LJ, Liu RC.","Nature. 2017 Jun 8;546(7657):297-301. doi: 10.1038/nature22381. Epub 2017 May 31.","Amadei EA","Nature","2017","2017/06/01","PMC5499998","NIHMS869512","10.1038/nature22381"
"27079641","Prefrontal cortical neuregulin-ErbB modulation of inhibitory control in rats","Loos M, Schetters D, Hoogeland M, Spijker S, de Vries TJ, Pattij T.","Eur J Pharmacol. 2016 Jun 15;781:157-63. doi: 10.1016/j.ejphar.2016.04.015. Epub 2016 Apr 11.","Loos M","Eur J Pharmacol","2016","2016/04/16","","","10.1016/j.ejphar.2016.04.015"
"27687042","Simvastatin enhances the hippocampal klotho in a rat model of streptozotocin-induced cognitive decline","Adeli S, Zahmatkesh M, Tavoosidana G, Karimian M, Hassanzadeh G.","Prog Neuropsychopharmacol Biol Psychiatry. 2017 Jan 4;72:87-94. doi: 10.1016/j.pnpbp.2016.09.009. Epub 2016 Sep 28.","Adeli S","Prog Neuropsychopharmacol Biol Psychiatry","2017","2016/10/01","","","10.1016/j.pnpbp.2016.09.009"
"27466052","Cognitive differences between orang-utan species: a test of the cultural intelligence hypothesis","Forss SI, Willems E, Call J, van Schaik CP.","Sci Rep. 2016 Jul 28;6:30516. doi: 10.1038/srep30516.","Forss SI","Sci Rep","2016","2016/07/29","PMC4964338","","10.1038/srep30516"
"28230528","Biologically plausible learning in recurrent neural networks reproduces neural dynamics observed during cognitive tasks","Miconi T.","Elife. 2017 Feb 23;6:e20899. doi: 10.7554/eLife.20899.","Miconi T","Elife","2017","2017/02/24","PMC5398889","","10.7554/eLife.20899"
"27083126","The touchscreen operant platform for assessing cognitive functions in a rat model of depression","Tran TP, Christensen HL, Bertelsen FCB, Bouzinova E, Møller A, Wiborg O.","Physiol Behav. 2016 Jul 1;161:74-80. doi: 10.1016/j.physbeh.2016.03.032. Epub 2016 Apr 13.","Tran TP","Physiol Behav","2016","2016/04/17","","","10.1016/j.physbeh.2016.03.032"
"30320577","Increased Insoluble Amyloid-β Induces Negligible Cognitive Deficits in Old AppNL/NL Knock-In Mice","Salas IH, Callaerts-Vegh Z, D'Hooge R, Saido TC, Dotti CG, De Strooper B.","J Alzheimers Dis. 2018;66(2):801-809. doi: 10.3233/JAD-180410.","Salas IH","J Alzheimers Dis","2018","2018/10/16","PMC6218137","","10.3233/JAD-180410"
"27095308","Awake reactivation of emotional memory traces through hippocampal-neocortical interactions","de Voogd LD, Fernández G, Hermans EJ.","Neuroimage. 2016 Jul 1;134:563-572. doi: 10.1016/j.neuroimage.2016.04.026. Epub 2016 Apr 16.","de Voogd LD","Neuroimage","2016","2016/04/21","","","10.1016/j.neuroimage.2016.04.026"
"27836736","Sex differences in performance on a cognitive bias task in Norway rats","Brown GR, Cullum P, Martin S, Healy SD.","Behav Processes. 2016 Dec;133:52-55. doi: 10.1016/j.beproc.2016.11.005. Epub 2016 Nov 9.","Brown GR","Behav Processes","2016","2016/11/13","","","10.1016/j.beproc.2016.11.005"
"29554304","Increased H3K9 methylation and impaired expression of Protocadherins are associated with the cognitive dysfunctions of the Kleefstra syndrome","Iacono G, Dubos A, Méziane H, Benevento M, Habibi E, Mandoli A, Riet F, Selloum M, Feil R, Zhou H, Kleefstra T, Kasri NN, van Bokhoven H, Herault Y, Stunnenberg HG.","Nucleic Acids Res. 2018 Jun 1;46(10):4950-4965. doi: 10.1093/nar/gky196.","Iacono G","Nucleic Acids Res","2018","2018/03/20","PMC6007260","","10.1093/nar/gky196"
"29407467","Neuroprotective effects of voluntary running on cognitive dysfunction in an α-synuclein rat model of Parkinson's disease","Crowley EK, Nolan YM, Sullivan AM.","Neurobiol Aging. 2018 May;65:60-68. doi: 10.1016/j.neurobiolaging.2018.01.011. Epub 2018 Feb 2.","Crowley EK","Neurobiol Aging","2018","2018/02/07","","","10.1016/j.neurobiolaging.2018.01.011"
"26925706","The schizophrenia risk gene MIR137 acts as a hippocampal gene network node orchestrating the expression of genes relevant to nervous system development and function","Olde Loohuis NF, Nadif Kasri N, Glennon JC, van Bokhoven H, Hébert SS, Kaplan BB, Martens GJ, Aschrafi A.","Prog Neuropsychopharmacol Biol Psychiatry. 2017 Feb 6;73:109-118. doi: 10.1016/j.pnpbp.2016.02.009. Epub 2016 Feb 27.","Olde Loohuis NF","Prog Neuropsychopharmacol Biol Psychiatry","2017","2016/03/02","PMC5002268","NIHMS766460","10.1016/j.pnpbp.2016.02.009"
"26518669","Delayed restraint procedure enhances cognitive recovery of spatial function after fimbria-fornix transection","Gram MG, Wogensen E, Wörtwein G, Mogensen J, Malá H.","Restor Neurol Neurosci. 2016;34(1):1-17. doi: 10.3233/RNN-140396.","Gram MG","Restor Neurol Neurosci","2016","2015/11/01","","","10.3233/RNN-140396"
"28046201","Measuring Cognitive Judgement Bias in Rats Using the Ambiguous-Cue Interpretation Test","Papciak J, Rygula R.","Curr Protoc Neurosci. 2017 Jan 3;78:9.57.1-9.57.22. doi: 10.1002/cpns.19.","Papciak J","Curr Protoc Neurosci","2017","2017/01/04","","","10.1002/cpns.19"
"27023110","A Pressure Injection System for Investigating the Neuropharmacology of Information Processing in Awake Behaving Macaque Monkey Cortex","Veith VK, Quigley C, Treue S.","J Vis Exp. 2016 Mar 14;(109):53724. doi: 10.3791/53724.","Veith VK","J Vis Exp","2016","2016/03/30","PMC4828981","","10.3791/53724"
"28017852","Anxiety and risk assessment-related traits in a rat model of Spinocerebellar ataxia type 17","Kyriakou EI, Manfré G, Spadaro JA, Nguyen HP, Harst JEV, Homberg JR.","Behav Brain Res. 2017 Mar 15;321:106-112. doi: 10.1016/j.bbr.2016.12.023. Epub 2016 Dec 23.","Kyriakou EI","Behav Brain Res","2017","2016/12/27","","","10.1016/j.bbr.2016.12.023"
"30081912","Attention decouples action potentials from the phase of local field potentials in macaque visual cortical area MT","Esghaei M, Daliri MR, Treue S.","BMC Biol. 2018 Aug 6;16(1):86. doi: 10.1186/s12915-018-0551-2.","Esghaei M","BMC Biol","2018","2018/08/08","PMC6080372","","10.1186/s12915-018-0551-2"
"28823507","Home-cage anxiety levels in a transgenic rat model for Spinocerebellar ataxia type 17 measured by an approach-avoidance task: The light spot test","Kyriakou EI, Nguyen HP, Homberg JR, Van der Harst JE.","J Neurosci Methods. 2018 Apr 15;300:48-58. doi: 10.1016/j.jneumeth.2017.08.012. Epub 2017 Aug 18.","Kyriakou EI","J Neurosci Methods","2018","2017/08/22","","","10.1016/j.jneumeth.2017.08.012"
"28666707","Differential alteration of hippocampal function and plasticity in females and males of the APPxPS1 mouse model of Alzheimer's disease","Richetin K, Petsophonsakul P, Roybon L, Guiard BP, Rampon C.","Neurobiol Aging. 2017 Sep;57:220-231. doi: 10.1016/j.neurobiolaging.2017.05.025. Epub 2017 Jun 6.","Richetin K","Neurobiol Aging","2017","2017/07/02","","","10.1016/j.neurobiolaging.2017.05.025"
"28417199","Intake of 7,8-dihydroxyflavone from pregnancy to weaning prevents cognitive deficits in adult offspring after maternal immune activation","Han M, Zhang JC, Huang XF, Hashimoto K.","Eur Arch Psychiatry Clin Neurosci. 2017 Aug;267(5):479-483. doi: 10.1007/s00406-017-0802-1. Epub 2017 Apr 17.","Han M","Eur Arch Psychiatry Clin Neurosci","2017","2017/04/19","","","10.1007/s00406-017-0802-1"
"27507786","Assessing the Cognitive Translational Potential of a Mouse Model of the 22q11.2 Microdeletion Syndrome","Nilsson SR, Fejgin K, Gastambide F, Vogt MA, Kent BA, Nielsen V, Nielsen J, Gass P, Robbins TW, Saksida LM, Stensbøl TB, Tricklebank MD, Didriksen M, Bussey TJ.","Cereb Cortex. 2016 Oct;26(10):3991-4003. doi: 10.1093/cercor/bhw229. Epub 2016 Aug 9.","Nilsson SR","Cereb Cortex","2016","2016/08/11","PMC5028007","","10.1093/cercor/bhw229"
